owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
guybedford,es-module-lexer,no status,Low-overhead lexer dedicated to ES module parsing for fast analysis,12/26/2024,https://github.com/guybedford/es-module-lexer,,7,0%,10,"JavaScript, C, TypeScript",9,961,"godky, ahaoboy, yaodingyd, sukkaw, guybedford, fpipita"
vuejs,vue,no status,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",10/10/2024,https://github.com/vuejs/vue,http://v2.vuejs.org,10,0%,10,"JavaScript, HTML, Shell, CSS, TypeScript",3,208422,"artshade, xiaoxianboy, moriango"
jshttp,etag,no status,Create simple HTTP ETags,1/2/2025,https://github.com/jshttp/etag,,9,0%,10,JavaScript,2,259,carpasse
bmeck,node-cookiejar,no status,Simple cookie library for node (not bound to request),no commits,https://github.com/bmeck/node-cookiejar,,2,0%,10,JavaScript,0,121,
fent,ret.js,no status,Tokenizes a string that represents a regular expression.,no commits,https://github.com/fent/ret.js,,6,0%,10,"JavaScript, TypeScript",0,94,
dominictarr,rc,no status,The non-configurable configuration loader for lazy people.,no commits,https://github.com/dominictarr/rc,,0,0%,10,JavaScript,0,1021,
stevemao,compare-func,no status,,no commits,https://github.com/stevemao/compare-func,,0,0%,0,,,,
svg,sax,no status,A maintained fork of sax-js sax-style parser for XML and HTML.,no commits,https://github.com/svg/sax,,8,0%,2,JavaScript,0,15,
troygoode,node-require-directory,no status,"Recursively iterates over specified directory, requiring each file, and returning a nested hash structure containing those libraries.",no commits,https://github.com/troygoode/node-require-directory,,5,0%,10,JavaScript,0,412,
peculiarventures,asn1.js,no status,ASN1js is a pure JavaScript library implementing a full ASN.1 BER decoder and encoder.,9/11/2024,https://github.com/peculiarventures/asn1.js,https://asn1js.org,6,0%,10,"JavaScript, TypeScript, MDX, CSS, SCSS",1,272,dmytro587
bripkens,connect-history-api-fallback,no status,Fallback to index.html for applications that are using the HTML 5 history API,no commits,https://github.com/bripkens/connect-history-api-fallback,,4,0%,10,JavaScript,0,1836,
feross,ieee754,no status,Read/write IEEE754 floating point numbers from/to a Buffer or array-like object.,no commits,https://github.com/feross/ieee754,,7,0%,10,JavaScript,0,121,
jonschlinkert,isobject,no status,"Is the value an object, and not an array or null?",4/9/2024,https://github.com/jonschlinkert/isobject,https://github.com/jonschlinkert,8,0%,10,JavaScript,1,106,jonschlinkert
pillarjs,parseurl,no status,parse a url with memoization,5/14/2024,https://github.com/pillarjs/parseurl,,9,0%,10,JavaScript,2,187,inigomarquinez
sindresorhus,ansi-escapes,no status,ANSI escape codes for manipulating the terminal,5/2/2024,https://github.com/sindresorhus/ansi-escapes,,13,0%,10,"JavaScript, TypeScript",2,507,"broofa, sindresorhus"
blakeembrey,change-case,no status,"Convert strings between camelCase, PascalCase, Capital Case, snake_case and more",9/15/2024,https://github.com/blakeembrey/change-case,,11,0%,10,TypeScript,4,2322,"blakeembrey, v-fernandez, marcingajda"
vercel,arg,no status,Simple argument parsing,no commits,https://github.com/vercel/arg,https://npmjs.com/arg,10,0%,10,JavaScript,0,1270,
sindresorhus,is-text-path,no status,Check if a file path is a text file,4/30/2024,https://github.com/sindresorhus/is-text-path,,13,0%,2,JavaScript,1,18,sindresorhus
inspect-js,has-proto,no status,Does this environment have the ability to set the [[Prototype]] of an object on creation with `__proto__`?,12/6/2024,https://github.com/inspect-js/has-proto,,13,0%,1,JavaScript,4,6,ljharb
jorgebucaran,colorette,no status,🌈Easily set your terminal text color & styles,no commits,https://github.com/jorgebucaran/colorette,,10,0%,10,JavaScript,0,1614,
sindresorhus,srcset,no status,Parse and stringify the HTML <img> srcset attribute,no commits,https://github.com/sindresorhus/srcset,,13,0%,10,"JavaScript, TypeScript",0,138,
ashtuchkin,iconv-lite,no status,Convert character encodings in pure javascript.,no commits,https://github.com/ashtuchkin/iconv-lite,,9,0%,10,JavaScript,0,3106,
unjs,consola,no status,🐨 Elegant Console Logger for Node.js and Browser ,1/13/2025,https://github.com/unjs/consola,,10,0%,10,"TypeScript, JavaScript",8,6444,"edimitchel, onmax, atinux, kongmoumou, pi0, gcaaa31928, plumbiu, yongqi14"
onlxltd,bonjour-service,no status,A Bonjour/Zeroconf protocol implementation in TypeScript,11/18/2024,https://github.com/onlxltd/bonjour-service,https://npmjs.com/package/bonjour-service,5,0%,9,"JavaScript, TypeScript",1,87,mdidon
unshiftio,querystringify,no status,"Querystringify - Small, simple but powerful query string parser.",no commits,https://github.com/unshiftio/querystringify,,11,0%,10,JavaScript,0,175,
node-modules,humanize-ms,no status,transform humanize time to ms,12/12/2024,https://github.com/node-modules/humanize-ms,,9,0%,4,"JavaScript, TypeScript",1,32,"fengmk2, semantic-release-bot"
szmarczak,cacheable-lookup,no status,A cacheable dns.lookup(…) that respects TTL :tada:,no commits,https://github.com/szmarczak/cacheable-lookup,,12,0%,10,"JavaScript, TypeScript",0,196,
browserify,vm-browserify,no status,,no commits,https://github.com/browserify/vm-browserify,,0,0%,0,,,,
ekalinin,sitemap.js,no status,Sitemap-generating framework for node.js,5/30/2024,https://github.com/ekalinin/sitemap.js,,10,0%,10,"Makefile, JavaScript, TypeScript",5,1599,derduher
tritondatacenter,node-asn1,no status,Contains parsers and serializers for ASN.1 (currently BER only),no commits,https://github.com/tritondatacenter/node-asn1,,1,0%,7,"JavaScript, Makefile, AGS Script",0,64,
css,csso,no status,CSS minifier with structural optimizations,no commits,https://github.com/css/csso,https://css.github.io/csso/csso.html,7,0%,10,"JavaScript, CSS, HTML",0,3775,
syntax-tree,hast-util-to-parse5,no status,utility to transform hast to Parse5’s AST,no commits,https://github.com/syntax-tree/hast-util-to-parse5,https://unifiedjs.com,10,0%,1,JavaScript,0,2,
jsdom,tr46,no status,An implementation of the Unicode UTS #46: Unicode IDNA Compatibility Processing.,no commits,https://github.com/jsdom/tr46,,9,0%,4,JavaScript,0,34,
fastify,fast-json-stringify,no status,2x faster than JSON.stringify(),1/11/2025,https://github.com/fastify/fast-json-stringify,https://npmjs.com/package/fast-json-stringify,8,0%,10,"JavaScript, TypeScript",26,3550,"gurgunday, puskin94, tomastauer, nigrosimone, jsumners, fdawgs, camillo-positano, mcollina, remidewitte, brettwillis, cesco69"
mafintosh,queue-tick,no status,Next tick shim that prefers process.nextTick over queueMicrotask for compat,no commits,https://github.com/mafintosh/queue-tick,,8,0%,1,JavaScript,0,7,
streamich,memfs,no status,JavaScript file system utilities,1/9/2025,https://github.com/streamich/memfs,http://streamich.github.io/memfs/,8,0%,10,"JavaScript, TypeScript",20,1816,"kylecarbs, badideaexception, soulka, elegaanz, graue, samchungy, joscha, quickgiant, adiktofsugar, streamich, g-rath, semantic-release-bot, jonsch318"
webdriverio-community,node-safaridriver,no status,An NPM wrapper for Safaridriver binary on MacOS,11/18/2024,https://github.com/webdriverio-community/node-safaridriver,,9,0%,1,"JavaScript, TypeScript",4,7,"wdio-bot, christian-bromann, seanpoulter"
shama,userhome,no status,:house: A platform independent path to the user's home.,10/7/2024,https://github.com/shama/userhome,,5,0%,2,JavaScript,2,19,shama
npm,init-package-json,no status,A node module to get your node module started,12/2/2024,https://github.com/npm/init-package-json,,9,0%,10,JavaScript,7,314,"hashtagchris, reggi, wraithgar, lukekarrys, milaninfy"
dnsquery,ip-codec,no status,Small package to encode or decode IP addresses from buffers to strings. Supports IPV4 and IPV6.,3/27/2024,https://github.com/dnsquery/ip-codec,,4,0%,1,"JavaScript, TypeScript",1,4,martinheidegger
dougwilson,nodejs-depd,no status,Deprecate all the things,no commits,https://github.com/dougwilson/nodejs-depd,,11,0%,10,JavaScript,0,329,
sindresorhus,crypto-random-string,no status,Generate a cryptographically strong random string,no commits,https://github.com/sindresorhus/crypto-random-string,,13,0%,10,"JavaScript, TypeScript",0,571,
indutny,hash.js,no status,Hash functions in pure javascript,no commits,https://github.com/indutny/hash.js,,2,0%,10,JavaScript,0,320,
browserify,evp_bytestokey,no status,,no commits,https://github.com/browserify/evp_bytestokey,,10,0%,2,"JavaScript, Python, C++",0,19,
cheeriojs,dom-serializer,no status,render dom nodes,no commits,https://github.com/cheeriojs/dom-serializer,,5,0%,10,TypeScript,0,128,
yuzujs,setimmediate,no status,A cross-browser implementation of the new setImmediate API.,no commits,https://github.com/yuzujs/setimmediate,,11,0%,10,"JavaScript, HTML",0,1296,
indutny,node-ip,no status,IP address tools for node.js,no commits,https://github.com/indutny/node-ip,,2,0%,10,JavaScript,0,1527,
jshttp,proxy-addr,no status,Determine address of proxied request,5/14/2024,https://github.com/jshttp/proxy-addr,,9,0%,10,JavaScript,1,133,carpasse
mafintosh,fast-fifo,no status,A fast fifo implementation similar to the one powering nextTick in Node.js core,5/3/2024,https://github.com/mafintosh/fast-fifo,,8,0%,7,JavaScript,1,62,mafintosh
sindresorhus,parse-json,no status,Parse JSON with more helpful errors,no commits,https://github.com/sindresorhus/parse-json,,13,0%,10,"JavaScript, TypeScript",0,351,
level,supports,no status,Create a manifest describing the abilities of an abstract-level database.,12/27/2024,https://github.com/level/supports,,7,0%,1,JavaScript,3,4,vweevers
isaacs,package-json-from-dist,no status,,9/26/2024,https://github.com/isaacs/package-json-from-dist,,11,0%,1,"JavaScript, TypeScript",2,9,isaacs
npm,validate-npm-package-name,no status,Is the given string an acceptable npm package name?,9/24/2024,https://github.com/npm/validate-npm-package-name,http://npm.im/validate-npm-package-name,9,0%,10,JavaScript,6,299,"hashtagchris, lukekarrys"
fb55,htmlparser2,no status,The fast & forgiving HTML and XML parser,12/30/2024,https://github.com/fb55/htmlparser2,https://feedic.com/htmlparser2,6,0%,10,"HTML, TypeScript, JavaScript",5,4531,"fb55, nati-elmaliach"
micromatch,picomatch,no status,"Blazing fast and accurate glob matcher written JavaScript, with no dependencies and full support for standard and extended Bash glob features, including braces, extglobs, POSIX brackets, and regular expressions. Used by GraphQL, Jest, Astro, Snowpack, Storybook, bulma, Serverless, fdir, Netlify, AWS Amplify, Revogrid, rollup, routify, open-wc, imba, ava, docusaurus, fast-glob, globby, chokidar, anymatch, cloudflare/miniflare, pts, and more than 5 million projects! Please follow picomatch's author: https://github.com/jonschlinkert",1/14/2025,https://github.com/micromatch/picomatch,https://github.com/micromatch,11,0%,10,JavaScript,2,1005,"danez, jonschlinkert"
linusu,is-my-ip-valid,no status,A small lib to validate IP addresses,no commits,https://github.com/linusu/is-my-ip-valid,,3,0%,1,JavaScript,0,8,
siimon,prom-client,no status,Prometheus client for node.js,6/27/2024,https://github.com/siimon/prom-client,,10,0%,10,JavaScript,8,3212,"simenb, leftiefriele, glensc, owlcode, psimk, korengal"
jantimon,html-webpack-plugin,no status,Simplifies creation of HTML files to serve your webpack bundles,10/23/2024,https://github.com/jantimon/html-webpack-plugin,,10,0%,10,"JavaScript, EJS",2,10734,alexander-akait
sindresorhus,camelcase,no status,Convert a dash/dot/underscore/space separated string to camelCase: foo-bar → fooBar,no commits,https://github.com/sindresorhus/camelcase,,13,0%,10,"JavaScript, TypeScript",0,686,
multiformats,js-dns,no status,Resolve DNS queries with browser fallback,4/6/2024,https://github.com/multiformats/js-dns,,8,0%,1,TypeScript,4,1,"sgtpooki, semantic-release-bot, achingbrain"
feross,safe-buffer,no status,Safer Node.js Buffer API,no commits,https://github.com/feross/safe-buffer,,7,0%,10,JavaScript,0,345,
dwmkerr,wait-port,no status,Simple binary to wait for a port to open. Useful for docker-compose and general server side activities.,9/30/2024,https://github.com/dwmkerr/wait-port,,12,0%,10,"JavaScript, Makefile",2,335,"andarist, chengzhuo5"
easyops-cn,autocomplete.js,no status,:crystal_ball: Fast and full-featured autocomplete library,no commits,https://github.com/easyops-cn/autocomplete.js,https://www.algolia.com,7,0%,0,"JavaScript, Shell, HTML, CSS",0,0,
sindresorhus,yocto-queue,no status,Tiny queue data structure,6/29/2024,https://github.com/sindresorhus/yocto-queue,,13,0%,10,"JavaScript, TypeScript",2,377,sindresorhus
d3,d3-dispatch,no status,Register named callbacks and call them with arguments.,no commits,https://github.com/d3/d3-dispatch,https://d3js.org/d3-dispatch,12,0%,8,JavaScript,0,74,
indutny,miller-rabin,no status,,no commits,https://github.com/indutny/miller-rabin,,7,0%,3,JavaScript,0,27,
webpack,webpack-sources,no status,Source code handling classes for webpack,10/30/2024,https://github.com/webpack/webpack-sources,,8,0%,10,JavaScript,2,263,"sokra, alexander-akait"
sindresorhus,latest-version,no status,Get the latest version of an npm package,no commits,https://github.com/sindresorhus/latest-version,,13,0%,10,"JavaScript, TypeScript",0,176,
inspect-js,has-property-descriptors,no status,Does the environment have full property descriptor support? Handles IE 8's broken defineProperty/gOPD.,no commits,https://github.com/inspect-js/has-property-descriptors,,13,0%,1,JavaScript,0,3,
vasco-santos,is-loopback-addr,no status,Check if a IP address is a loopback address,no commits,https://github.com/vasco-santos/is-loopback-addr,,8,0%,1,TypeScript,0,5,
isaacs,minizlib,no status,"A smaller, faster, zlib stream built on http://npm.im/minipass and Node.js's zlib binding.",4/6/2024,https://github.com/isaacs/minizlib,,11,0%,8,"JavaScript, TypeScript",3,74,isaacs
indigounited,node-promise-retry,no status,"Retries a function that returns a promise, leveraging the power of the retry module.",no commits,https://github.com/indigounited/node-promise-retry,,7,0%,10,JavaScript,0,315,
ljharb,unbox-primitive,no status,Unbox a boxed JS primitive value.,12/16/2024,https://github.com/ljharb/unbox-primitive,,13,0%,1,JavaScript,1,7,ljharb
archiverjs,archiver-utils,no status,utility functions for archiver,3/10/2024,https://github.com/archiverjs/archiver-utils,,6,0%,1,JavaScript,1,6,ctalkington
3rd-eden,colorspace,no status,Generate HEX colors for a given namespace.,no commits,https://github.com/3rd-eden/colorspace,,0,0%,1,JavaScript,0,3,
mohammadyounes,rtlcss,no status,Framework for transforming  Cascading Style Sheets (CSS) from Left-To-Right (LTR) to Right-To-Left (RTL),8/27/2024,https://github.com/mohammadyounes/rtlcss,https://rtlcss.com,11,0%,10,"JavaScript, CSS",4,1690,"lade-odoo, mohammadyounes"
spdy-http2,handle-thing,no status,The Thing when you need it,no commits,https://github.com/spdy-http2/handle-thing,,2,0%,2,JavaScript,0,17,
chaijs,deep-eql,no status,Improved deep equality testing for Node.js and the browser.,10/28/2024,https://github.com/chaijs/deep-eql,,8,0%,10,JavaScript,2,109,"ljharb, 43081j"
npm,run-script,no status,Run a lifecycle script for a package (descendant of npm-lifecycle),12/4/2024,https://github.com/npm/run-script,,9,0%,6,"JavaScript, Shell, Batchfile",9,54,"hashtagchris, reggi, wraithgar, lukekarrys"
